pressure,density
97.47591273785953,4.618299620562915
103.66725066262308,4.663919043063316
107.22031966780982,4.690629907251314
111.30155723351123,4.72085698384414
116.38976140813817,4.757761475768819
120.57450256655787,4.787238884234835
124.77109466855178,4.816150801183725
128.9145089050283,4.844091433292075
132.93833496444958,4.870670397738762
136.89800173563503,4.896326680402435
141.15586942163475,4.923314977563243
144.95028778192508,4.947032607198081
148.93696311897008,4.971511967641678
153.05453560323738,4.9964437380563265
156.8575553037967,5.019073008918034
161.20314999424215,5.044545572305991
165.4325862108146,5.06886646287118
169.48888645705318,5.091775959727055
173.3662788693297,5.113393611812408
177.7357018238257,5.137456856426291
181.88111432557906,5.159938551954759
185.80870159890674,5.180915964631091
189.94743227211416,5.202707312725709
193.85476075592072,5.223059616361164
198.15068713188396,5.245134440246527
202.25697280257165,5.265924295662762
205.97136326442578,5.284525805972585
210.47355652463986,5.306798673734502
214.50456416664426,5.326472943271008
218.46506407103652,5.345595507646589
222.45623649253693,5.364643095610181
226.70468180742876,5.384682093127117
230.58882378184717,5.402804631957478
234.81881066138712,5.4223252709752625
238.99556590499265,5.441384473893387
242.89174155469485,5.458979768853999
247.0658076193771,5.477633099683573
251.33820928461154,5.4965258281551135
255.63465467335118,5.515353310810814
259.5772937064626,5.532429110206449
263.60013106855814,5.54970105987964
267.9148581695015,5.5680269660711055
271.8129858114383,5.584425013457545
275.6204976832731,5.600282019397785
279.5875116705299,5.61669267417162
283.73380714457755,5.6337044254407544
287.87146964231437,5.65050202839375
291.8467627385521,5.66648573050146
296.1208670091915,5.683554190907041
300.071748846368,5.699193420727829
304.0751284280081,5.714898109680547
308.17971108934154,5.730854586409728
312.2896718256747,5.746722926843271
316.0351850849689,5.761065621750663
317.3123439237632,5.765831547033095
319.5015868602279,5.7742310807022905
323.8186089335276,5.790538513455552
328.2856250519564,5.807254546390939
332.6661995050584,5.823512772437849
337.0104013356253,5.83950135350395
341.44889577274876,5.855709802744243
346.1731235423476,5.872810541406975
350.95173168689513,5.889971393277585
356.9115812925306,5.911220108503437
369.2648134952187,5.954295203395931
364.398017242613,5.93733201825649
369.5022186379172,5.9551552663251766
373.2684438731479,5.968150081493539
377.10652217374616,5.981230897011404
381.42566406254946,5.995909230992202
385.67586133685285,6.010313151355823
389.8174595236176,6.024233930678879
393.771753755727,6.037419136386484
399.89194814726847,6.057763016184767
413.4387325625543,6.101579961947218
405.1092722710001,6.074789410054297
410.2386078019657,6.0914408049476325
413.94133206844964,6.103388736837135
418.08443507811876,6.11670824856177
422.3490329678234,6.1303242948357255
426.4291145896496,6.143275113439824
430.5589322888516,6.156300514502535
434.70570292875226,6.1693043664275065
438.83315230852173,6.182179256504616
442.71169536787494,6.194205873886274
446.77671544257777,6.2067371440018
450.6393386707023,6.218574362673102
454.63376872722773,6.230770410052384
458.51835657800314,6.2425310603258275
462.32319507628466,6.254039219724856
472.1349866705361,6.283629332921191
481.5643912677002,6.310590048596906
478.43828472404755,6.30219649151763
479.92352963790375,6.306218981914863
483.7904087581623,6.3176812790951775
488.17492631857607,6.330484633546228
492.02421699183617,6.341615392849262
495.8166797816115,6.352582396542123
499.6587555549973,6.363662230019706
499.6113004617088,6.363499468303529
