density,pressure
4.955969446,100
5.083297788,120
5.21062613,140
5.38974061,168.1342671
5.454598916,178.3218349
5.528301561,190.1678284
5.59610834,202.2507492
5.649174374,212.2013898
5.696344002,220.2566775
5.740565697,229.0227036
5.784787391,237.5518241
5.834905492,247.9763192
5.917452476,263.8499457
5.964622644,274.9852009
6.023584544,287.7788816
6.060518732,298.9726027

