density,pressure
5.485242445,136.4866372
5.625439218,159.6525171
5.723822769,175.8688027
5.809908657,193.2433186
5.898453988,211.7760649
5.979620541,229.1505809
6.053408316,246.5250968
6.124736649,263.8996128
6.196064532,283.5908015
6.314124973,317.181603
6.407589638,346.1390589
6.579760964,406.3706435
