density,pressure
6.060518732,298.9726027
6.145244957,317.4657534
6.266282421,346.2328767
6.298559078,353.4246575
6.338904899,363.6986301
6.411527378,383.2191781
6.484149856,400.6849315
6.524495677,410.9589041
6.556772334,420.2054795
6.625360231,438.6986301
6.697982709,459.2465753
6.766570605,479.7945205
6.839193084,501.369863
6.903746398,521.9178082
6.960230548,539.3835616
7.036887608,564.0410959
7.065129683,575.3424658
7.101440922,586.6438356
7.129682997,597.9452055
