density,pressure
5.381939559,163.1274203
5.497540332,182.8186091
5.618060441,204.8262586
5.672171326,216.4094106
5.733661214,230.3090233
5.780393547,239.5752904
5.846802545,255.791576
5.90091343,268.5329584
5.977161098,288.2239351
6.055867758,309.0733542
6.112438536,324.1314094
6.193605089,349.6139621
6.257554645,369.3051509
6.314124973,386.6796668
6.382993863,409.8455467
